"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GDP","TOT","MLN_USD","A","1960",25051.8599,
"AUS","GDP","TOT","MLN_USD","A","1961",25350.622,
"AUS","GDP","TOT","MLN_USD","A","1962",27939.3689,
"AUS","GDP","TOT","MLN_USD","A","1963",30415.7953,
"AUS","GDP","TOT","MLN_USD","A","1964",32726.9366,
"AUS","GDP","TOT","MLN_USD","A","1965",34515.4227,
"AUS","GDP","TOT","MLN_USD","A","1966",38314.9323,
"AUS","GDP","TOT","MLN_USD","A","1967",41032.1326,
"AUS","GDP","TOT","MLN_USD","A","1968",46526.8131,
"AUS","GDP","TOT","MLN_USD","A","1969",52174.3771,
"AUS","GDP","TOT","MLN_USD","A","1970",58973.452,
"AUS","GDP","TOT","MLN_USD","A","1971",64233.1338,
"AUS","GDP","TOT","MLN_USD","A","1972",69955.1712,
"AUS","GDP","TOT","MLN_USD","A","1973",79024.2034,
"AUS","GDP","TOT","MLN_USD","A","1974",86470.7094,
"AUS","GDP","TOT","MLN_USD","A","1975",96868.4561,
"AUS","GDP","TOT","MLN_USD","A","1976",104411.2448,
"AUS","GDP","TOT","MLN_USD","A","1977",110388.9811,
"AUS","GDP","TOT","MLN_USD","A","1978",123431.1407,
"AUS","GDP","TOT","MLN_USD","A","1979",138117.5903,
"AUS","GDP","TOT","MLN_USD","A","1980",155172.7408,
"AUS","GDP","TOT","MLN_USD","A","1981",178185.245,
"AUS","GDP","TOT","MLN_USD","A","1982",181944.932,
"AUS","GDP","TOT","MLN_USD","A","1983",196759.1857,
"AUS","GDP","TOT","MLN_USD","A","1984",211414.5121,
"AUS","GDP","TOT","MLN_USD","A","1985",229044.3451,
"AUS","GDP","TOT","MLN_USD","A","1986",240401.3637,
"AUS","GDP","TOT","MLN_USD","A","1987",261490.2704,
"AUS","GDP","TOT","MLN_USD","A","1988",283660.0695,
"AUS","GDP","TOT","MLN_USD","A","1989",300177.7638,
"AUS","GDP","TOT","MLN_USD","A","1990",304357.7149,
"AUS","GDP","TOT","MLN_USD","A","1991",314148.7614,
"AUS","GDP","TOT","MLN_USD","A","1992",334849.2336,
"AUS","GDP","TOT","MLN_USD","A","1993",356182.4699,
"AUS","GDP","TOT","MLN_USD","A","1994",381372.8826,
"AUS","GDP","TOT","MLN_USD","A","1995",405197.2748,
"AUS","GDP","TOT","MLN_USD","A","1996",425324.6896,
"AUS","GDP","TOT","MLN_USD","A","1997",450867.3965,
"AUS","GDP","TOT","MLN_USD","A","1998",477997.6375,
"AUS","GDP","TOT","MLN_USD","A","1999",510054.3583,
"AUS","GDP","TOT","MLN_USD","A","2000",539799.3782,
"AUS","GDP","TOT","MLN_USD","A","2001",568862.8296,
"AUS","GDP","TOT","MLN_USD","A","2002",599770.3593,
"AUS","GDP","TOT","MLN_USD","A","2003",636095.5758,
"AUS","GDP","TOT","MLN_USD","A","2004",675258.5873,
"AUS","GDP","TOT","MLN_USD","A","2005",719165.7998,
"AUS","GDP","TOT","MLN_USD","A","2006",774486.9906,
"AUS","GDP","TOT","MLN_USD","A","2007",826249.057,
"AUS","GDP","TOT","MLN_USD","A","2008",851398.3039,
"AUS","GDP","TOT","MLN_USD","A","2009",900317.3356,
"AUS","GDP","TOT","MLN_USD","A","2010",938600.7763,
"AUS","GDP","TOT","MLN_USD","A","2011",987220.3409,
"AUS","GDP","TOT","MLN_USD","A","2012",991827.7729,
"AUS","GDP","TOT","MLN_USD","A","2013",1098874.1937,
"AUS","GDP","TOT","MLN_USD","A","2014",1108212.3129,
"AUS","GDP","TOT","MLN_USD","A","2015",1131509.9125,
"AUS","GDP","TOT","MLN_USD","A","2016",1197069.9335,"E"
"AUS","GDP","TOT","USD_CAP","A","1960",2410.705614,
"AUS","GDP","TOT","USD_CAP","A","1961",2381.983106,
"AUS","GDP","TOT","USD_CAP","A","1962",2575.992707,
"AUS","GDP","TOT","USD_CAP","A","1963",2751.195773,
"AUS","GDP","TOT","USD_CAP","A","1964",2901.213828,
"AUS","GDP","TOT","USD_CAP","A","1965",2999.930356,
"AUS","GDP","TOT","USD_CAP","A","1966",3273.425566,
"AUS","GDP","TOT","USD_CAP","A","1967",3444.531661,
"AUS","GDP","TOT","USD_CAP","A","1968",3830.760277,
"AUS","GDP","TOT","USD_CAP","A","1969",4205.163584,
"AUS","GDP","TOT","USD_CAP","A","1970",4656.974483,
"AUS","GDP","TOT","USD_CAP","A","1971",4866.743779,
"AUS","GDP","TOT","USD_CAP","A","1972",5216.919137,
"AUS","GDP","TOT","USD_CAP","A","1973",5804.481169,
"AUS","GDP","TOT","USD_CAP","A","1974",6251.507154,
"AUS","GDP","TOT","USD_CAP","A","1975",6934.589544,
"AUS","GDP","TOT","USD_CAP","A","1976",7399.748617,
"AUS","GDP","TOT","USD_CAP","A","1977",7729.491023,
"AUS","GDP","TOT","USD_CAP","A","1978",8553.294625,
"AUS","GDP","TOT","USD_CAP","A","1979",9458.501626,
"AUS","GDP","TOT","USD_CAP","A","1980",10479.426175,
"AUS","GDP","TOT","USD_CAP","A","1981",11836.313279,
"AUS","GDP","TOT","USD_CAP","A","1982",11900.466294,
"AUS","GDP","TOT","USD_CAP","A","1983",12707.671812,
"AUS","GDP","TOT","USD_CAP","A","1984",13485.40596,
"AUS","GDP","TOT","USD_CAP","A","1985",14404.79195,
"AUS","GDP","TOT","USD_CAP","A","1986",14895.892227,
"AUS","GDP","TOT","USD_CAP","A","1987",15949.740552,
"AUS","GDP","TOT","USD_CAP","A","1988",16998.782021,
"AUS","GDP","TOT","USD_CAP","A","1989",17723.485459,
"AUS","GDP","TOT","USD_CAP","A","1990",17609.217477,
"AUS","GDP","TOT","USD_CAP","A","1991",17973.336618,
"AUS","GDP","TOT","USD_CAP","A","1992",18987.98022,
"AUS","GDP","TOT","USD_CAP","A","1993",20004.070086,
"AUS","GDP","TOT","USD_CAP","A","1994",21181.616259,
"AUS","GDP","TOT","USD_CAP","A","1995",22233.290616,
"AUS","GDP","TOT","USD_CAP","A","1996",23086.613993,
"AUS","GDP","TOT","USD_CAP","A","1997",24230.28206,
"AUS","GDP","TOT","USD_CAP","A","1998",25408.782419,
"AUS","GDP","TOT","USD_CAP","A","1999",26804.336495,
"AUS","GDP","TOT","USD_CAP","A","2000",28005.591694,
"AUS","GDP","TOT","USD_CAP","A","2001",29179.63548,
"AUS","GDP","TOT","USD_CAP","A","2002",30413.238848,
"AUS","GDP","TOT","USD_CAP","A","2003",31912.163217,
"AUS","GDP","TOT","USD_CAP","A","2004",33467.080376,
"AUS","GDP","TOT","USD_CAP","A","2005",35165.312201,
"AUS","GDP","TOT","USD_CAP","A","2006",37185.60903,
"AUS","GDP","TOT","USD_CAP","A","2007",38883.772424,
"AUS","GDP","TOT","USD_CAP","A","2008",39249.957535,
"AUS","GDP","TOT","USD_CAP","A","2009",40864.447552,
"AUS","GDP","TOT","USD_CAP","A","2010",42014.358834,
"AUS","GDP","TOT","USD_CAP","A","2011",43435.731703,
"AUS","GDP","TOT","USD_CAP","A","2012",42903.949962,
"AUS","GDP","TOT","USD_CAP","A","2013",46838.934633,
"AUS","GDP","TOT","USD_CAP","A","2014",46580.961488,
"AUS","GDP","TOT","USD_CAP","A","2015",46894.384431,
"AUS","GDP","TOT","USD_CAP","A","2016",48889.929896,"E"
"AUT","GDP","TOT","MLN_USD","A","1970",28611.2845,"E"
"AUT","GDP","TOT","MLN_USD","A","1971",31601.2952,"E"
"AUT","GDP","TOT","MLN_USD","A","1972",35016.0784,"E"
"AUT","GDP","TOT","MLN_USD","A","1973",38726.1402,"E"
"AUT","GDP","TOT","MLN_USD","A","1974",43869.3911,"E"
"AUT","GDP","TOT","MLN_USD","A","1975",47758.6611,"E"
"AUT","GDP","TOT","MLN_USD","A","1976",52686.0039,"E"
"AUT","GDP","TOT","MLN_USD","A","1977",58796.5574,"E"
"AUT","GDP","TOT","MLN_USD","A","1978",62792.2708,"E"
"AUT","GDP","TOT","MLN_USD","A","1979",71617.6249,"E"
"AUT","GDP","TOT","MLN_USD","A","1980",79428.3687,"E"
"AUT","GDP","TOT","MLN_USD","A","1981",86718.683,"E"
"AUT","GDP","TOT","MLN_USD","A","1982",93950.8192,"E"
"AUT","GDP","TOT","MLN_USD","A","1983",100563.8704,"E"
"AUT","GDP","TOT","MLN_USD","A","1984",104185.5091,"E"
"AUT","GDP","TOT","MLN_USD","A","1985",110205.5968,"E"
"AUT","GDP","TOT","MLN_USD","A","1986",115016.5672,"E"
"AUT","GDP","TOT","MLN_USD","A","1987",119551.7726,"E"
"AUT","GDP","TOT","MLN_USD","A","1988",127815.3936,"E"
"AUT","GDP","TOT","MLN_USD","A","1989",137946.3288,"E"
"AUT","GDP","TOT","MLN_USD","A","1990",149265.5842,"E"
"AUT","GDP","TOT","MLN_USD","A","1991",159542.0653,"E"
"AUT","GDP","TOT","MLN_USD","A","1992",166595.0981,"E"
"AUT","GDP","TOT","MLN_USD","A","1993",171457.3511,"E"
"AUT","GDP","TOT","MLN_USD","A","1994",179312.4501,"E"
"AUT","GDP","TOT","MLN_USD","A","1995",187936.1342,
"AUT","GDP","TOT","MLN_USD","A","1996",195238.3531,
"AUT","GDP","TOT","MLN_USD","A","1997",202438.6964,
"AUT","GDP","TOT","MLN_USD","A","1998",212561.3011,
"AUT","GDP","TOT","MLN_USD","A","1999",220639.939,
"AUT","GDP","TOT","MLN_USD","A","2000",235199.3959,
"AUT","GDP","TOT","MLN_USD","A","2001",239526.9946,
"AUT","GDP","TOT","MLN_USD","A","2002",251984.7843,
"AUT","GDP","TOT","MLN_USD","A","2003",260752.4371,
"AUT","GDP","TOT","MLN_USD","A","2004",275941.8964,
"AUT","GDP","TOT","MLN_USD","A","2005",288086.7221,
"AUT","GDP","TOT","MLN_USD","A","2006",311270.8861,
"AUT","GDP","TOT","MLN_USD","A","2007",326651.9127,
"AUT","GDP","TOT","MLN_USD","A","2008",343812.9764,
"AUT","GDP","TOT","MLN_USD","A","2009",341812.2351,
"AUT","GDP","TOT","MLN_USD","A","2010",351992.8512,
"AUT","GDP","TOT","MLN_USD","A","2011",373031.477,
"AUT","GDP","TOT","MLN_USD","A","2012",391635.1762,
"AUT","GDP","TOT","MLN_USD","A","2013",406370.2445,
"AUT","GDP","TOT","MLN_USD","A","2014",418581.435,
"AUT","GDP","TOT","MLN_USD","A","2015",432415.9881,
"AUT","GDP","TOT","MLN_USD","A","2016",443004.9457,
"AUT","GDP","TOT","USD_CAP","A","1970",3831.937972,"E"
"AUT","GDP","TOT","USD_CAP","A","1971",4213.208803,"E"
"AUT","GDP","TOT","USD_CAP","A","1972",4641.871274,"E"
"AUT","GDP","TOT","USD_CAP","A","1973",5105.269134,"E"
"AUT","GDP","TOT","USD_CAP","A","1974",5773.41037,"E"
"AUT","GDP","TOT","USD_CAP","A","1975",6301.841878,"E"
"AUT","GDP","TOT","USD_CAP","A","1976",6963.95873,"E"
"AUT","GDP","TOT","USD_CAP","A","1977",7768.659729,"E"
"AUT","GDP","TOT","USD_CAP","A","1978",8303.324297,"E"
"AUT","GDP","TOT","USD_CAP","A","1979",9486.500611,"E"
"AUT","GDP","TOT","USD_CAP","A","1980",10521.103859,"E"
"AUT","GDP","TOT","USD_CAP","A","1981",11457.524866,"E"
"AUT","GDP","TOT","USD_CAP","A","1982",12404.156669,"E"
"AUT","GDP","TOT","USD_CAP","A","1983",13298.739389,"E"
"AUT","GDP","TOT","USD_CAP","A","1984",13778.538443,"E"
"AUT","GDP","TOT","USD_CAP","A","1985",14567.855897,"E"
"AUT","GDP","TOT","USD_CAP","A","1986",15194.14758,"E"
"AUT","GDP","TOT","USD_CAP","A","1987",15783.274834,"E"
"AUT","GDP","TOT","USD_CAP","A","1988",16850.369423,"E"
"AUT","GDP","TOT","USD_CAP","A","1989",18104.223889,"E"
"AUT","GDP","TOT","USD_CAP","A","1990",19441.065432,"E"
"AUT","GDP","TOT","USD_CAP","A","1991",20573.089328,"E"
"AUT","GDP","TOT","USD_CAP","A","1992",21247.453274,"E"
"AUT","GDP","TOT","USD_CAP","A","1993",21688.000544,"E"
"AUT","GDP","TOT","USD_CAP","A","1994",22594.478825,"E"
"AUT","GDP","TOT","USD_CAP","A","1995",23644.886882,
"AUT","GDP","TOT","USD_CAP","A","1996",24530.463705,
"AUT","GDP","TOT","USD_CAP","A","1997",25406.332177,
"AUT","GDP","TOT","USD_CAP","A","1998",26647.476959,
"AUT","GDP","TOT","USD_CAP","A","1999",27606.484243,
"AUT","GDP","TOT","USD_CAP","A","2000",29357.480909,
"AUT","GDP","TOT","USD_CAP","A","2001",29783.420545,
"AUT","GDP","TOT","USD_CAP","A","2002",31178.051444,
"AUT","GDP","TOT","USD_CAP","A","2003",32119.311143,
"AUT","GDP","TOT","USD_CAP","A","2004",33777.328999,
"AUT","GDP","TOT","USD_CAP","A","2005",35024.557484,
"AUT","GDP","TOT","USD_CAP","A","2006",37647.900793,
"AUT","GDP","TOT","USD_CAP","A","2007",39378.477422,
"AUT","GDP","TOT","USD_CAP","A","2008",41316.022642,
"AUT","GDP","TOT","USD_CAP","A","2009",40977.393963,
"AUT","GDP","TOT","USD_CAP","A","2010",42099.024803,
"AUT","GDP","TOT","USD_CAP","A","2011",44469.209642,
"AUT","GDP","TOT","USD_CAP","A","2012",46477.655075,
"AUT","GDP","TOT","USD_CAP","A","2013",47936.677963,
"AUT","GDP","TOT","USD_CAP","A","2014",48991.662742,
"AUT","GDP","TOT","USD_CAP","A","2015",50108.932852,
"AUT","GDP","TOT","USD_CAP","A","2016",50688.189843,
"BEL","GDP","TOT","MLN_USD","A","1970",37532.5381,"E"
"BEL","GDP","TOT","MLN_USD","A","1971",40918.457,"E"
"BEL","GDP","TOT","MLN_USD","A","1972",44933.5378,"E"
"BEL","GDP","TOT","MLN_USD","A","1973",50279.5266,"E"
"BEL","GDP","TOT","MLN_USD","A","1974",57097.4068,"E"
"BEL","GDP","TOT","MLN_USD","A","1975",61557.5848,"E"
"BEL","GDP","TOT","MLN_USD","A","1976",68607.139,"E"
"BEL","GDP","TOT","MLN_USD","A","1977",73319.0378,"E"
"BEL","GDP","TOT","MLN_USD","A","1978",80696.9304,"E"
"BEL","GDP","TOT","MLN_USD","A","1979",89404.3157,"E"
"BEL","GDP","TOT","MLN_USD","A","1980",101833.3233,"E"
"BEL","GDP","TOT","MLN_USD","A","1981",111029.7734,"E"
"BEL","GDP","TOT","MLN_USD","A","1982",118619.367,"E"
"BEL","GDP","TOT","MLN_USD","A","1983",123687.406,"E"
"BEL","GDP","TOT","MLN_USD","A","1984",131234.9761,"E"
"BEL","GDP","TOT","MLN_USD","A","1985",137671.0755,"E"
"BEL","GDP","TOT","MLN_USD","A","1986",143008.807,"E"
"BEL","GDP","TOT","MLN_USD","A","1987",150040.2706,"E"
"BEL","GDP","TOT","MLN_USD","A","1988",162627.8504,"E"
"BEL","GDP","TOT","MLN_USD","A","1989",174812.0399,"E"
"BEL","GDP","TOT","MLN_USD","A","1990",186966.0507,"E"
"BEL","GDP","TOT","MLN_USD","A","1991",196730.5426,"E"
"BEL","GDP","TOT","MLN_USD","A","1992",204295.0235,"E"
"BEL","GDP","TOT","MLN_USD","A","1993",207143.9237,"E"
"BEL","GDP","TOT","MLN_USD","A","1994",218378.9514,"E"
"BEL","GDP","TOT","MLN_USD","A","1995",228250.056,
"BEL","GDP","TOT","MLN_USD","A","1996",232508.4281,
"BEL","GDP","TOT","MLN_USD","A","1997",243441.9277,
"BEL","GDP","TOT","MLN_USD","A","1998",250371.5957,
"BEL","GDP","TOT","MLN_USD","A","1999",262228.592,
"BEL","GDP","TOT","MLN_USD","A","2000",286696.0569,
"BEL","GDP","TOT","MLN_USD","A","2001",298567.2351,
"BEL","GDP","TOT","MLN_USD","A","2002",314972.1581,
"BEL","GDP","TOT","MLN_USD","A","2003",322226.4673,
"BEL","GDP","TOT","MLN_USD","A","2004",336193.6871,
"BEL","GDP","TOT","MLN_USD","A","2005",349276.761,
"BEL","GDP","TOT","MLN_USD","A","2006",373467.5316,
"BEL","GDP","TOT","MLN_USD","A","2007",391643.5731,
"BEL","GDP","TOT","MLN_USD","A","2008",408408.7386,
"BEL","GDP","TOT","MLN_USD","A","2009",410781.5672,
"BEL","GDP","TOT","MLN_USD","A","2010",437233.184,
"BEL","GDP","TOT","MLN_USD","A","2011",455705.2637,
"BEL","GDP","TOT","MLN_USD","A","2012",471332.4746,
"BEL","GDP","TOT","MLN_USD","A","2013",486673.7112,
"BEL","GDP","TOT","MLN_USD","A","2014",501469.4578,
"BEL","GDP","TOT","MLN_USD","A","2015",514434.2109,
"BEL","GDP","TOT","MLN_USD","A","2016",528158.6136,
"BEL","GDP","TOT","USD_CAP","A","1970",3899.36225,"E"
"BEL","GDP","TOT","USD_CAP","A","1971",4235.753033,"E"
"BEL","GDP","TOT","USD_CAP","A","1972",4634.135013,"E"
"BEL","GDP","TOT","USD_CAP","A","1973",5170.040911,"E"
"BEL","GDP","TOT","USD_CAP","A","1974",5853.064414,"E"
"BEL","GDP","TOT","USD_CAP","A","1975",6292.883645,"E"
"BEL","GDP","TOT","USD_CAP","A","1976",7002.104757,"E"
"BEL","GDP","TOT","USD_CAP","A","1977",7474.6248,"E"
"BEL","GDP","TOT","USD_CAP","A","1978",8220.080438,"E"
"BEL","GDP","TOT","USD_CAP","A","1979",9100.565555,"E"
"BEL","GDP","TOT","USD_CAP","A","1980",10328.970816,"E"
"BEL","GDP","TOT","USD_CAP","A","1981",11262.910667,"E"
"BEL","GDP","TOT","USD_CAP","A","1982",12035.244212,"E"
"BEL","GDP","TOT","USD_CAP","A","1983",12551.9998,"E"
"BEL","GDP","TOT","USD_CAP","A","1984",13316.588141,"E"
"BEL","GDP","TOT","USD_CAP","A","1985",13966.83327,"E"
"BEL","GDP","TOT","USD_CAP","A","1986",14505.40694,"E"
"BEL","GDP","TOT","USD_CAP","A","1987",15201.648491,"E"
"BEL","GDP","TOT","USD_CAP","A","1988",16420.421084,"E"
"BEL","GDP","TOT","USD_CAP","A","1989",17586.724332,"E"
"BEL","GDP","TOT","USD_CAP","A","1990",18756.62627,"E"
"BEL","GDP","TOT","USD_CAP","A","1991",19661.257505,"E"
"BEL","GDP","TOT","USD_CAP","A","1992",20333.932864,"E"
"BEL","GDP","TOT","USD_CAP","A","1993",20537.767571,"E"
"BEL","GDP","TOT","USD_CAP","A","1994",21587.480364,"E"
"BEL","GDP","TOT","USD_CAP","A","1995",22516.529153,
"BEL","GDP","TOT","USD_CAP","A","1996",22891.447091,
"BEL","GDP","TOT","USD_CAP","A","1997",23911.396491,
"BEL","GDP","TOT","USD_CAP","A","1998",24539.017513,
"BEL","GDP","TOT","USD_CAP","A","1999",25643.320168,
"BEL","GDP","TOT","USD_CAP","A","2000",27967.618467,
"BEL","GDP","TOT","USD_CAP","A","2001",29023.742109,
"BEL","GDP","TOT","USD_CAP","A","2002",30482.159886,
"BEL","GDP","TOT","USD_CAP","A","2003",31054.979497,
"BEL","GDP","TOT","USD_CAP","A","2004",32261.173309,
"BEL","GDP","TOT","USD_CAP","A","2005",33331.115656,
"BEL","GDP","TOT","USD_CAP","A","2006",35406.47816,
"BEL","GDP","TOT","USD_CAP","A","2007",36857.102685,
"BEL","GDP","TOT","USD_CAP","A","2008",38133.402295,
"BEL","GDP","TOT","USD_CAP","A","2009",38049.422672,
"BEL","GDP","TOT","USD_CAP","A","2010",40127.861969,
"BEL","GDP","TOT","USD_CAP","A","2011",41450.360532,
"BEL","GDP","TOT","USD_CAP","A","2012",42585.15311,
"BEL","GDP","TOT","USD_CAP","A","2013",43745.951564,
"BEL","GDP","TOT","USD_CAP","A","2014",44854.15544,
"BEL","GDP","TOT","USD_CAP","A","2015",45776.313478,
"BEL","GDP","TOT","USD_CAP","A","2016",46760.39076,
"CAN","GDP","TOT","MLN_USD","A","1970",98753.8565,"E"
"CAN","GDP","TOT","MLN_USD","A","1971",108041.1042,"E"
"CAN","GDP","TOT","MLN_USD","A","1972",118856.9252,"E"
"CAN","GDP","TOT","MLN_USD","A","1973",134053.0654,"E"
"CAN","GDP","TOT","MLN_USD","A","1974",151487.4903,"E"
"CAN","GDP","TOT","MLN_USD","A","1975",168534.7267,"E"
"CAN","GDP","TOT","MLN_USD","A","1976",187029.1021,"E"
"CAN","GDP","TOT","MLN_USD","A","1977",205499.5565,"E"
"CAN","GDP","TOT","MLN_USD","A","1978",228623.3055,"E"
"CAN","GDP","TOT","MLN_USD","A","1979",256915.3278,"E"
"CAN","GDP","TOT","MLN_USD","A","1980",286142.5001,"E"
"CAN","GDP","TOT","MLN_USD","A","1981",323817.2301,
"CAN","GDP","TOT","MLN_USD","A","1982",332894.0524,
"CAN","GDP","TOT","MLN_USD","A","1983",355029.9786,
"CAN","GDP","TOT","MLN_USD","A","1984",389410.4894,
"CAN","GDP","TOT","MLN_USD","A","1985",420894.9799,
"CAN","GDP","TOT","MLN_USD","A","1986",438669.6138,
"CAN","GDP","TOT","MLN_USD","A","1987",468289.7836,
"CAN","GDP","TOT","MLN_USD","A","1988",506152.7621,
"CAN","GDP","TOT","MLN_USD","A","1989",538052.2808,
"CAN","GDP","TOT","MLN_USD","A","1990",558816.8605,
"CAN","GDP","TOT","MLN_USD","A","1991",565143.0412,
"CAN","GDP","TOT","MLN_USD","A","1992",583129.5916,
"CAN","GDP","TOT","MLN_USD","A","1993",612855.6274,
"CAN","GDP","TOT","MLN_USD","A","1994",654022.5781,
"CAN","GDP","TOT","MLN_USD","A","1995",685541.4527,
"CAN","GDP","TOT","MLN_USD","A","1996",709302.4016,
"CAN","GDP","TOT","MLN_USD","A","1997",752318.5152,
"CAN","GDP","TOT","MLN_USD","A","1998",790003.1995,
"CAN","GDP","TOT","MLN_USD","A","1999",843506.5208,
"CAN","GDP","TOT","MLN_USD","A","2000",898024.6847,
"CAN","GDP","TOT","MLN_USD","A","2001",934754.5473,
"CAN","GDP","TOT","MLN_USD","A","2002",967558.4379,
"CAN","GDP","TOT","MLN_USD","A","2003",1019620.3825,
"CAN","GDP","TOT","MLN_USD","A","2004",1079987.4082,
"CAN","GDP","TOT","MLN_USD","A","2005",1167581.2349,
"CAN","GDP","TOT","MLN_USD","A","2006",1238000.7319,
"CAN","GDP","TOT","MLN_USD","A","2007",1297164.5049,
"CAN","GDP","TOT","MLN_USD","A","2008",1339060.5528,
"CAN","GDP","TOT","MLN_USD","A","2009",1304488.2866,
"CAN","GDP","TOT","MLN_USD","A","2010",1361136.0517,
"CAN","GDP","TOT","MLN_USD","A","2011",1427466.5432,
"CAN","GDP","TOT","MLN_USD","A","2012",1464565.3363,
"CAN","GDP","TOT","MLN_USD","A","2013",1550269.8055,
"CAN","GDP","TOT","MLN_USD","A","2014",1602420.6861,
"CAN","GDP","TOT","MLN_USD","A","2015",1584686.5084,
"CAN","GDP","TOT","MLN_USD","A","2016",1597516.4485,
"CAN","GDP","TOT","USD_CAP","A","1970",4555.027261,"E"
"CAN","GDP","TOT","USD_CAP","A","1971",4919.449356,"E"
"CAN","GDP","TOT","USD_CAP","A","1972",5349.466577,"E"
"CAN","GDP","TOT","USD_CAP","A","1973",5960.092233,"E"
"CAN","GDP","TOT","USD_CAP","A","1974",6641.866721,"E"
"CAN","GDP","TOT","USD_CAP","A","1975",7282.233251,"E"
"CAN","GDP","TOT","USD_CAP","A","1976",7975.719977,"E"
"CAN","GDP","TOT","USD_CAP","A","1977",8661.422757,"E"
"CAN","GDP","TOT","USD_CAP","A","1978",9540.598788,"E"
"CAN","GDP","TOT","USD_CAP","A","1979",10615.658562,"E"
"CAN","GDP","TOT","USD_CAP","A","1980",11671.821947,"E"
"CAN","GDP","TOT","USD_CAP","A","1981",13046.669583,
"CAN","GDP","TOT","USD_CAP","A","1982",13253.765222,
"CAN","GDP","TOT","USD_CAP","A","1983",13996.044564,
"CAN","GDP","TOT","USD_CAP","A","1984",15207.157551,
"CAN","GDP","TOT","USD_CAP","A","1985",16287.171682,
"CAN","GDP","TOT","USD_CAP","A","1986",16807.08588,
"CAN","GDP","TOT","USD_CAP","A","1987",17706.993181,
"CAN","GDP","TOT","USD_CAP","A","1988",18892.114879,
"CAN","GDP","TOT","USD_CAP","A","1989",19725.651673,
"CAN","GDP","TOT","USD_CAP","A","1990",20180.350137,
"CAN","GDP","TOT","USD_CAP","A","1991",20156.741996,
"CAN","GDP","TOT","USD_CAP","A","1992",20553.528794,
"CAN","GDP","TOT","USD_CAP","A","1993",21365.196777,
"CAN","GDP","TOT","USD_CAP","A","1994",22551.987107,
"CAN","GDP","TOT","USD_CAP","A","1995",23395.473915,
"CAN","GDP","TOT","USD_CAP","A","1996",23954.649762,
"CAN","GDP","TOT","USD_CAP","A","1997",25156.150049,
"CAN","GDP","TOT","USD_CAP","A","1998",26197.932922,
"CAN","GDP","TOT","USD_CAP","A","1999",27745.751307,
"CAN","GDP","TOT","USD_CAP","A","2000",29265.221478,
"CAN","GDP","TOT","USD_CAP","A","2001",30133.352284,
"CAN","GDP","TOT","USD_CAP","A","2002",30854.823032,
"CAN","GDP","TOT","USD_CAP","A","2003",32224.015719,
"CAN","GDP","TOT","USD_CAP","A","2004",33815.119074,
"CAN","GDP","TOT","USD_CAP","A","2005",36212.643556,
"CAN","GDP","TOT","USD_CAP","A","2006",38009.872181,
"CAN","GDP","TOT","USD_CAP","A","2007",39441.964993,
"CAN","GDP","TOT","USD_CAP","A","2008",40277.618235,
"CAN","GDP","TOT","USD_CAP","A","2009",38791.071038,
"CAN","GDP","TOT","USD_CAP","A","2010",40027.204359,
"CAN","GDP","TOT","USD_CAP","A","2011",41565.258933,
"CAN","GDP","TOT","USD_CAP","A","2012",42145.104092,
"CAN","GDP","TOT","USD_CAP","A","2013",44097.565566,
"CAN","GDP","TOT","USD_CAP","A","2014",45082.018338,
"CAN","GDP","TOT","USD_CAP","A","2015",44204.963828,
"CAN","GDP","TOT","USD_CAP","A","2016",44025.181553,
"CZE","GDP","TOT","MLN_USD","A","1990",130810.3153,"E"
"CZE","GDP","TOT","MLN_USD","A","1991",119465.092,"E"
"CZE","GDP","TOT","MLN_USD","A","1992",121569.4234,"E"
"CZE","GDP","TOT","MLN_USD","A","1993",124538.9251,"E"
"CZE","GDP","TOT","MLN_USD","A","1994",130889.6086,"E"
"CZE","GDP","TOT","MLN_USD","A","1995",141932.5569,
"CZE","GDP","TOT","MLN_USD","A","1996",150439.3268,
"CZE","GDP","TOT","MLN_USD","A","1997",151680.3341,
"CZE","GDP","TOT","MLN_USD","A","1998",153296.0097,
"CZE","GDP","TOT","MLN_USD","A","1999",157590.9647,
"CZE","GDP","TOT","MLN_USD","A","2000",165910.0357,
"CZE","GDP","TOT","MLN_USD","A","2001",179758.9701,
"CZE","GDP","TOT","MLN_USD","A","2002",185474.0896,
"CZE","GDP","TOT","MLN_USD","A","2003",198017.732,
"CZE","GDP","TOT","MLN_USD","A","2004",212241.0114,
"CZE","GDP","TOT","MLN_USD","A","2005",224201.3809,
"CZE","GDP","TOT","MLN_USD","A","2006",243585.3105,
"CZE","GDP","TOT","MLN_USD","A","2007",268950.0955,
"CZE","GDP","TOT","MLN_USD","A","2008",289157.1486,
"CZE","GDP","TOT","MLN_USD","A","2009",288540.1199,
"CZE","GDP","TOT","MLN_USD","A","2010",290360.2745,
"CZE","GDP","TOT","MLN_USD","A","2011",302260.2358,
"CZE","GDP","TOT","MLN_USD","A","2012",305309.3707,
"CZE","GDP","TOT","MLN_USD","A","2013",320535.0972,
"CZE","GDP","TOT","MLN_USD","A","2014",340575.3392,
"CZE","GDP","TOT","MLN_USD","A","2015",359074.1889,
"CZE","GDP","TOT","MLN_USD","A","2016",371131.3828,
